MER opacity measurements for Pancam 440-nm solar filter images.
Flux_1AU = 3660.55 DN ms-1 in the current best fit.
Abs_Err = 0.0300000 (absolute error in tau derivation at AM=1).
The date of the current best fit is 2018-Dec-07 21:12:25 UTC.
N_ENTRIES = 8697

Comments or questions to Mark Lemmon, lemmon@tamu.edu.

  Product_ID,                    L_s,  R_au,     Sol,     AM,    Flux,    TAU, Rel_err
"1P394864492ESFBRQ2P2601L8M1", 135.4, 1.574,3003.523,  1.070, 515.570,  0.434,   0.074
"1P394880023ESFBRQ2P2633L8M1", 135.5, 1.574,3003.698,  3.186, 159.749,  0.525,   0.017
"1P394955113ESFBRQ2P2601L8M1", 135.9, 1.573,3004.544,  1.099, 497.182,  0.465,   0.064
"1P395040808ESFBRQ2P2601L8M1", 136.4, 1.571,3005.509,  1.059, 508.184,  0.449,   0.081
"1P395128364ESFBRQ2P2601L8M1", 136.9, 1.570,3006.495,  1.057, 538.248,  0.393,   0.085
"1P395221749ESFBRQ2P2601L8M1", 137.4, 1.569,3007.548,  1.104, 482.638,  0.497,   0.062
"1P395306086ESFBRTZP2601L8M1", 137.9, 1.568,3008.497,  1.054, 509.388,  0.445,   0.089
"1P395398993ESFBRTZP2601L8M1", 138.4, 1.567,3009.544,  1.095, 469.372,  0.528,   0.062
"1P395483467ESFBR0OP2601L8M1", 138.9, 1.565,3010.496,  1.052, 483.024,  0.521,   0.068
"1P395576545ESFBR0OP2601L8M1", 139.5, 1.564,3011.545,  1.093, 438.664,  0.610,   0.050
"1P395666152ESFBR0OP2601L8M1", 140.0, 1.563,3012.554,  1.113, 411.364,  0.661,   0.048
"1P395676536ESFBR0OP2618L8M1", 140.0, 1.563,3012.671,  2.178, 190.746,  0.694,   0.023
"1P395752759ESFBR0OP2601L8M1", 140.5, 1.562,3013.530,  1.067, 443.655,  0.611,   0.055
"1P395754712ESFBR0OP2601L8M1", 140.5, 1.562,3013.552,  1.106, 426.476,  0.632,   0.048
"1P395838709ESFBR0OP2601L8M1", 141.0, 1.560,3014.498,  1.048, 402.294,  0.703,   0.069
"1P395927333ESFBR0OP2601L8M1", 141.5, 1.559,3015.496,  1.047, 433.599,  0.633,   0.069
"1P396022891ESFBR0OP2601L8M1", 142.0, 1.558,3016.573,  1.165, 389.168,  0.687,   0.044
"1P396032073ESFBR0OP2633L8M1", 142.1, 1.558,3016.676,  2.307, 159.870,  0.735,   0.022
"1P396104885ESFBR0OP2601L8M1", 142.5, 1.557,3017.497,  1.045, 453.424,  0.594,   0.069
"1P396198290ESFBR0OP2601L8M1", 143.0, 1.555,3018.549,  1.095, 407.389,  0.688,   0.049
"1P396284296ESFBR7TP2601L8M1", 143.5, 1.554,3019.518,  1.049, 393.615,  0.739,   0.060
"1P396297103ESFBR7TF0006L8M1", 143.6, 1.554,3019.662,  1.967, 211.818,  0.714,   0.029
"1P396297769ESFBS00F0006L8M1", 143.6, 1.554,3019.670,  2.127, 181.503,  0.735,   0.026
"1P396298524ESFBS00P2633L8M1", 143.6, 1.554,3019.678,  2.349, 148.987,  0.757,   0.022
"1P396302301ESFBS00P2620L8M1", 143.6, 1.554,3019.720,  5.095,  13.837,  0.816,   0.021
"1P396376145ESFBS00P2601L8M1", 144.1, 1.553,3020.552,  1.101, 414.923,  0.685,   0.045
"1P396382130ESFBS49F0006L8M1", 144.1, 1.553,3020.620,  1.424, 301.560,  0.742,   0.038
"1P396382797ESFBT00F0006L8M1", 144.1, 1.553,3020.627,  1.491, 285.290,  0.746,   0.036
"1P396460311ESFBT00P2601L8M1", 144.6, 1.551,3021.500,  1.041, 383.505,  0.802,   0.047
"1P396548414ESFBT00P2601L8M1", 145.1, 1.550,3022.493,  1.041, 428.661,  0.695,   0.047
"1P396551154ESFBT00P2601L8M1", 145.1, 1.550,3022.524,  1.052, 412.891,  0.725,   0.047
"1P396639224ESFBT00P2650L8M1", 145.6, 1.549,3023.516,  1.045, 396.703,  0.769,   0.047
"1P396647808ESFBT33F0006L8M1", 145.7, 1.549,3023.613,  1.366, 319.395,  0.737,   0.039
"1P396648481ESFBU00F0006L8M1", 145.7, 1.549,3023.620,  1.425, 302.230,  0.743,   0.038
"1P396649689ESFBU00P2601L8M1", 145.7, 1.549,3023.634,  1.554, 275.970,  0.752,   0.032
"1P396727860ESFBU00P2601L8M1", 146.1, 1.547,3024.515,  1.043, 432.963,  0.689,   0.047
"1P396815096ESFBU00P2601L8M1", 146.6, 1.546,3025.497,  1.037, 455.012,  0.645,   0.048
"1P396903872ESFBU00P2601L8M1", 147.2, 1.545,3026.497,  1.037, 425.642,  0.711,   0.048
"1P396995113ESFBU00P2601L8M1", 147.7, 1.544,3027.525,  1.049, 466.927,  0.617,   0.047
"1P397082810ESFBU00P2601L8M1", 148.2, 1.542,3028.513,  1.038, 444.521,  0.672,   0.048
"1P397178213ESFBU00P2601L8M1", 148.8, 1.541,3029.588,  1.214, 403.500,  0.657,   0.041
"1P397258977ESFBU00P2601L8M1", 149.3, 1.540,3030.498,  1.033, 481.568,  0.599,   0.048
"1P397347777ESFBU00P2601L8M1", 149.8, 1.538,3031.498,  1.032, 480.952,  0.605,   0.048
"1P397436530ESFBU00P2601L8M1", 150.3, 1.537,3032.498,  1.031, 477.791,  0.612,   0.048
"1P397525305ESFBU00P2601L8M1", 150.8, 1.536,3033.498,  1.030, 427.649,  0.721,   0.048
"1P397614082ESFBU00P2601L8M1", 151.4, 1.534,3034.498,  1.029, 418.544,  0.745,   0.048
"1P397702857ESFBU00P2601L8M1", 151.9, 1.533,3035.498,  1.028, 409.105,  0.769,   0.048
"1P397791633ESFBU00P2601L8M1", 152.4, 1.532,3036.499,  1.027, 411.660,  0.765,   0.048
"1P397810091ESFBU00P2620L8M1", 152.5, 1.531,3036.707,  3.617,  37.218,  0.883,   0.018
"1P397810108ESFBU00P2620L8M1", 152.5, 1.531,3036.707,  3.630,  36.241,  0.887,   0.018
"1P397880409ESFBU00P2601L8M1", 152.9, 1.530,3037.499,  1.027, 443.414,  0.695,   0.048
"1P397971961ESFBU00P2601L8M1", 153.5, 1.529,3038.530,  1.044, 436.327,  0.701,   0.047
"1P398061357ESFBU00P2601L8M1", 154.0, 1.528,3039.537,  1.053, 449.102,  0.670,   0.047
"1P398146761ESFBUADP2601L8M1", 154.5, 1.526,3040.499,  1.024, 483.107,  0.627,   0.050
"1P398240152ESFBUADP2601L8M1", 155.1, 1.525,3041.552,  1.079, 479.066,  0.603,   0.047
"1P398251054ESFBUEMP2633L8M1", 155.2, 1.525,3041.674,  2.198, 227.215,  0.637,   0.024
"1P398324291ESFBUEMP2601L8M1", 155.6, 1.524,3042.499,  1.022, 477.193,  0.646,   0.052
"1P398415551ESFBUEMP2601L8M1", 156.2, 1.522,3043.527,  1.037, 475.193,  0.646,   0.052
"1P398503720ESFBUJDP2601L8M1", 156.7, 1.521,3044.521,  1.029, 485.280,  0.637,   0.057
"1P398591235ESFBUJDP2601L8M1", 157.2, 1.520,3045.507,  1.021, 489.548,  0.633,   0.056
"1P398679419ESFBUUSP2601L8M1", 157.8, 1.518,3046.500,  1.019, 490.364,  0.638,   0.064
"1P398768171ESFBUUSP2601L8M1", 158.3, 1.517,3047.500,  1.019, 493.137,  0.634,   0.063
"1P398862214ESFBUUSP2601L8M1", 158.9, 1.516,3048.559,  1.092, 467.060,  0.650,   0.063
"1P398868539ESFBUUSP2601L8M1", 158.9, 1.516,3048.630,  1.485, 355.101,  0.663,   0.045
"1P398948495ESFBUZIP2601L8M1", 159.4, 1.514,3049.531,  1.037, 462.628,  0.697,   0.069
"1P399040379ESFBUZIP2601L8M1", 160.0, 1.513,3050.566,  1.111, 454.457,  0.671,   0.066
"1P399050124ESFBV00F0006L8M1", 160.0, 1.513,3050.676,  2.230, 218.559,  0.640,   0.024
"1P399115100ESFBV00P2601L8M1", 160.4, 1.512,3051.408,  1.211, 441.264,  0.615,   0.041
"1P399123280ESFBV00P2601L8M1", 160.5, 1.512,3051.500,  1.016, 496.971,  0.613,   0.049
"1P399214537ESFBV00P2601L8M1", 161.0, 1.510,3052.528,  1.031, 484.674,  0.631,   0.048
"1P399302082ESFBVFLP2601L8M1", 161.6, 1.509,3053.514,  1.019, 504.999,  0.612,   0.052
"1P399388987ESFBVFLP2601L8M1", 162.1, 1.508,3054.493,  1.015, 500.173,  0.625,   0.052
"1P399478394ESFBVFLP2601L8M1", 162.7, 1.506,3055.501,  1.013, 510.898,  0.608,   0.052
"1P399495403ESFBVIWP2633L8M1", 162.8, 1.506,3055.692,  2.769, 154.823,  0.654,   0.020
"1P399568697ESFBVIWP2601L8M1", 163.2, 1.505,3056.518,  1.019, 509.103,  0.608,   0.051
"1P399575515ESFBVKFP2601L8M1", 163.3, 1.505,3056.595,  1.221, 419.124,  0.662,   0.041
"1P399654701ESFBVKFP2601L8M1", 163.8, 1.504,3057.487,  1.015, 504.264,  0.623,   0.053
"1P399746865ESFBVKFP2601L8M1", 164.3, 1.502,3058.525,  1.024, 487.258,  0.646,   0.049
"1P399833360ESFBVKFP2601L8M1", 164.9, 1.501,3059.500,  1.011, 484.144,  0.666,   0.051
"1P399922545ESFBVLOP2601L8M1", 165.4, 1.500,3060.504,  1.010, 501.326,  0.630,   0.050
"1P400010234ESFBVLOP2601L8M1", 166.0, 1.498,3061.492,  1.011, 492.006,  0.653,   0.051
"1P400103819ESFBVLOP2601L8M1", 166.6, 1.497,3062.547,  1.054, 460.624,  0.686,   0.048
"1P400103887ESFBVLOP2619L8M1", 166.6, 1.497,3062.548,  1.055, 460.829,  0.684,   0.048
"1P400189513ESFBVM5P2601L8M1", 167.1, 1.496,3063.512,  1.011, 473.425,  0.690,   0.050
"1P400277054ESFBVM5P2601L8M1", 167.6, 1.494,3064.498,  1.008, 486.696,  0.668,   0.050
"1P400373534ESFBVM5P2601L8M1", 168.2, 1.493,3065.585,  1.169, 405.561,  0.734,   0.044
"1P400458591ESFBVM5P2601L8M1", 168.8, 1.492,3066.543,  1.045, 459.061,  0.703,   0.049
"1P400464267ESFBVM5P2601L8M1", 168.8, 1.491,3066.607,  1.285, 377.269,  0.727,   0.040
"1P400469555ESFBVM5P2633L8M1", 168.9, 1.491,3066.667,  1.988, 207.376,  0.773,   0.027
"1P400546810ESFBVM5P2601L8M1", 169.3, 1.490,3067.537,  1.034, 481.811,  0.665,   0.049
"1P400642925ESFBVM5P2601L8M1", 169.9, 1.489,3068.620,  1.373, 394.494,  0.650,   0.038
"1P400726045ESFBVM5P2600L8M1", 170.5, 1.488,3069.556,  1.071, 449.519,  0.711,   0.047
"1P400807225ESFBVO2P2601L8M1", 171.0, 1.486,3070.471,  1.022, 480.606,  0.690,   0.054
"1P400816153ESFBVO5F0006L8M1", 171.0, 1.486,3070.571,  1.114, 453.505,  0.660,   0.047
"1P400816832ESFBW00F0006L8M1", 171.0, 1.486,3070.579,  1.141, 443.173,  0.660,   0.048
"1P400906154ESFBW00P2601L8M1", 171.6, 1.485,3071.585,  1.166, 410.114,  0.729,   0.043
"1P400986916ESFBW00P2601L8M1", 172.1, 1.484,3072.495,  1.005, 507.637,  0.634,   0.049
"1P401073842ESFBW00P2601L8M1", 172.7, 1.482,3073.474,  1.017, 485.007,  0.673,   0.049
"1P401095242ESFBW00P2633L8M1", 172.8, 1.482,3073.715,  4.235,  61.248,  0.650,   0.016
"1P401162636ESFBW00P2601L8M1", 173.2, 1.481,3074.474,  1.016, 500.446,  0.645,   0.049
"1P401253996ESFBW00P2736L8M1", 173.8, 1.480,3075.504,  1.003, 542.583,  0.575,   0.049
"1P401258496ESFBW00P2601L8M1", 173.9, 1.480,3075.554,  1.064, 506.203,  0.607,   0.047
"1P401340186ESFBW00P2601L8M1", 174.4, 1.478,3076.474,  1.016, 500.760,  0.648,   0.049
"1P401436045ESFBW00P2601L8M1", 175.0, 1.477,3077.554,  1.064, 480.551,  0.660,   0.047
"1P401440622ESFBW00P2737L8M1", 175.0, 1.477,3077.606,  1.271, 397.781,  0.701,   0.039
"1P401448460ESFBW00P2738L8M1", 175.1, 1.477,3077.694,  2.816, 110.059,  0.772,   0.019
"1P401517738ESFBW00P2601L8M1", 175.5, 1.476,3078.475,  1.015, 488.483,  0.676,   0.049
"1P401615753ESFBW00P2601L8M1", 176.2, 1.474,3079.579,  1.137, 475.071,  0.630,   0.044
"1P401698367ESFBW00P2601L8M1", 176.7, 1.473,3080.510,  1.004, 519.897,  0.626,   0.050
"1P401784064ESFBW00P2601L8M1", 177.2, 1.472,3081.475,  1.014, 509.785,  0.640,   0.049
"1P401786561ESFBW00P2601L8M1", 177.3, 1.472,3081.503,  1.002, 520.590,  0.627,   0.050
"1P401880848ESFBW00P2601L8M1", 177.9, 1.470,3082.565,  1.090, 491.703,  0.631,   0.046
"1P401961616ESFBW00P2601L8M1", 178.4, 1.469,3083.475,  1.013, 487.963,  0.687,   0.049
"1P402052538ESFBW00P2601L8M1", 179.0, 1.468,3084.499,  1.001, 552.798,  0.573,   0.050
"1P402143786ESFBW00P2601L8M1", 179.6, 1.467,3085.527,  1.015, 531.564,  0.605,   0.049
"1P402228863ESFBW00P2601L8M1", 180.1, 1.465,3086.485,  1.005, 507.212,  0.660,   0.049
"1P402323802ESFBW00P2601L8M1", 180.8, 1.464,3087.555,  1.062, 494.275,  0.650,   0.047
"1P402412577ESFBW00P2601L8M1", 181.3, 1.463,3088.555,  1.062, 515.573,  0.612,   0.047
"1P402425091ESFBW00P2633L8M1", 181.4, 1.463,3088.696,  2.875, 116.357,  0.743,   0.019
"1P402502892ESFBW00P2601L8M1", 181.9, 1.462,3089.573,  1.112, 487.428,  0.636,   0.045
"1P402589500ESFBW19P2601L8M1", 182.5, 1.460,3090.548,  1.047, 525.430,  0.606,   0.048
"1P402673667ESFBW19P2601L8M1", 183.1, 1.459,3091.496,  1.000, 513.105,  0.659,   0.050
"1P402763661ESFBW29P2601L8M1", 183.6, 1.458,3092.510,  1.002, 503.463,  0.678,   0.050
"1P402851833ESFBW29P2601L8M1", 184.2, 1.457,3093.503,  1.000, 479.017,  0.730,   0.050
"1P402861335ESFBW29P2601L8M1", 184.3, 1.457,3093.610,  1.293, 388.334,  0.727,   0.039
"1P402939983ESFBW29P2601L8M1", 184.8, 1.455,3094.496,  1.000, 500.759,  0.687,   0.050
"1P403033380ESFBW29P2601L8M1", 185.4, 1.454,3095.548,  1.047, 485.234,  0.689,   0.048
"1P403117237ESFBW29P2601L8M1", 186.0, 1.453,3096.492,  1.001, 471.377,  0.751,   0.050
"1P403206024ESFBW29P2601L8M1", 186.6, 1.452,3097.493,  1.001, 472.260,  0.750,   0.050
"1P403294786ESFBWACP2601L8M1", 187.2, 1.451,3098.492,  1.001, 486.186,  0.719,   0.050
"1P403388482ESFBWACP2601L8M1", 187.8, 1.449,3099.548,  1.047, 503.182,  0.659,   0.048
"1P403477743ESFBWACP2601L8M1", 188.4, 1.448,3100.554,  1.059, 505.289,  0.649,   0.047
"1P403486104ESFBWCRP2601L8M1", 188.4, 1.448,3100.648,  1.651, 342.296,  0.653,   0.030
"1P403491554ESFBWCRP2633L8M1", 188.5, 1.448,3100.709,  3.646,  87.927,  0.668,   0.016
"1P403559564ESFBWCRP2601L8M1", 188.9, 1.447,3101.475,  1.013, 519.275,  0.644,   0.051
"1P403652345ESFBWCRP2601L8M1", 189.6, 1.446,3102.520,  1.009, 523.859,  0.646,   0.049
"1P403741433ESFBWEGP2601L8M1", 190.2, 1.445,3103.524,  1.012, 530.641,  0.635,   0.049
"1P403829615ESFBWGXP2601L8M1", 190.7, 1.443,3104.517,  1.007, 522.563,  0.663,   0.051
"1P403914665ESFBWISP2601L8M1", 191.3, 1.442,3105.475,  1.013, 513.124,  0.675,   0.050
"1P404007445ESFBWISP2601L8M1", 191.9, 1.441,3106.520,  1.010, 515.355,  0.680,   0.052
"1P404093769ESFBWKBP2601L8M1", 192.5, 1.440,3107.492,  1.003, 515.686,  0.686,   0.052
"1P404181011ESFBWKBP2601L8M1", 193.1, 1.439,3108.475,  1.014, 520.236,  0.651,   0.050
"1P404183512ESFBWKBP2601L8M1", 193.1, 1.439,3108.503,  1.002, 517.312,  0.685,   0.053
"1P404200651ESFBWKBP2633L8M1", 193.2, 1.439,3108.697,  2.892, 150.746,  0.663,   0.019
"1P404202748ESFBWKBP2620L8M1", 193.3, 1.439,3108.720,  4.693,  42.725,  0.677,   0.018
"1P404202764ESFBWKBP2620L8M1", 193.3, 1.439,3108.720,  4.715,  41.887,  0.678,   0.018
"1P404277164ESFBWKBP2601L8M1", 193.8, 1.438,3109.558,  1.073, 499.792,  0.673,   0.050
"1P404358572ESFBWO6P2601L8M1", 194.3, 1.437,3110.475,  1.014, 518.222,  0.683,   0.055
"1P404454736ESFBWO6P2601L8M1", 195.0, 1.435,3111.559,  1.074, 489.940,  0.701,   0.054
"1P404465388ESFBWR7P2618L8M1", 195.0, 1.435,3111.678,  2.245, 238.942,  0.654,   0.025
"1P404536101ESFBWR7P2601L8M1", 195.5, 1.434,3112.475,  1.015, 519.877,  0.678,   0.052
"1P404628884ESFBWR7P2601L8M1", 196.2, 1.433,3113.520,  1.011, 519.392,  0.685,   0.053
"1P404715496ESFBWS0P2601L8M1", 196.8, 1.432,3114.496,  1.004, 519.797,  0.687,   0.052
"1P404806119ESFBWS0P2601L8M1", 197.4, 1.431,3115.516,  1.010, 518.782,  0.687,   0.052
"1P404821341ESFBWS0P2633L8M1", 197.5, 1.431,3115.688,  2.540, 193.361,  0.663,   0.022
"1P404891199ESFBWS0P2601L8M1", 198.0, 1.430,3116.475,  1.017, 513.128,  0.686,   0.049
"1P404979480ESFBWUTP2601L8M1", 198.6, 1.429,3117.469,  1.024, 529.314,  0.648,   0.048
"1P405070609ESFBWUTP2601L8M1", 199.2, 1.428,3118.496,  1.006, 528.133,  0.676,   0.052
"1P405162161ESFBWXWP2601L8M1", 199.8, 1.427,3119.527,  1.020, 533.041,  0.662,   0.053
"1P405247840ESFBWXWP2601L8M1", 200.4, 1.426,3120.492,  1.008, 541.469,  0.652,   0.052
"1P405342168ESFBW0NP2601L8M1", 201.1, 1.425,3121.554,  1.067, 541.247,  0.623,   0.053
"1P405345341ESFBW0NP2601L8M1", 201.1, 1.425,3121.590,  1.189, 507.933,  0.615,   0.049
"1P405354735ESFBW0NP2633L8M1", 201.1, 1.425,3121.696,  2.862, 185.450,  0.609,   0.022
"1P405423865ESFBW0NP2601L8M1", 201.6, 1.424,3122.474,  1.020, 548.169,  0.612,   0.051
"1P405519714ESFBW0NP2601L8M1", 202.3, 1.423,3123.554,  1.068, 547.343,  0.615,   0.053
"1P405604371ESFBW4EP2601L8M1", 202.9, 1.422,3124.508,  1.010, 542.677,  0.653,   0.052
"1P405696957ESFBW4EP2601L8M1", 203.5, 1.421,3125.551,  1.061, 545.131,  0.626,   0.053
"1P405782045ESFBW4EP2601L8M1", 204.1, 1.420,3126.509,  1.011, 565.657,  0.613,   0.051
"1P405867748ESFBW4EP2601L8M1", 204.7, 1.419,3127.474,  1.024, 538.933,  0.628,   0.053
"1P405956504ESFBW9RP2601L8M1", 205.3, 1.418,3128.474,  1.025, 542.606,  0.628,   0.051
"1P405973703ESFBW9RP2633L8M1", 205.4, 1.418,3128.667,  1.991, 306.714,  0.627,   0.032
"1P406045280ESFBW9RP2601L8M1", 205.9, 1.417,3129.474,  1.025, 527.184,  0.656,   0.051
"1P406134056ESFBW9RP2601L8M1", 206.6, 1.416,3130.473,  1.026, 526.790,  0.657,   0.051
"1P406226852ETHBW##P2601L8M1", 207.2, 1.415,3131.519,  1.020, 494.371,  0.738,   0.052
"1P406312535ESFBW##P2601L8M1", 207.8, 1.414,3132.483,  1.019, 489.140,  0.750,   0.049
"1P406400384ESFBW##P2601L8M1", 208.4, 1.413,3133.473,  1.029, 372.603,  1.007,   0.048
"1P406492572ESFBW##P2601L8M1", 209.1, 1.412,3134.511,  1.018, 432.125,  0.884,   0.051
"1P406577962ESFBW##P2601L8M1", 209.7, 1.411,3135.473,  1.030, 407.491,  0.922,   0.048
"1P406667635ESFBW##P2601L8M1", 210.3, 1.410,3136.483,  1.022, 393.508,  0.968,   0.049
"1P406755487ESFBW##P2601L8M1", 210.9, 1.410,3137.472,  1.032, 409.892,  0.916,   0.048
"1P406759819ESFBW##P2601L8M1", 211.0, 1.410,3137.521,  1.026, 418.610,  0.911,   0.051
"1P406776872ESFBW##P2620L8M1", 211.1, 1.409,3137.713,  3.986,  32.437,  0.879,   0.021
"1P406776888ESFBW##P2620L8M1", 211.1, 1.409,3137.713,  4.002,  31.680,  0.881,   0.021
"1P406844264ESFBW##P2601L8M1", 211.6, 1.409,3138.472,  1.033, 426.232,  0.878,   0.048
"1P406933043ESFBW##P2601L8M1", 212.2, 1.408,3139.472,  1.034, 438.315,  0.852,   0.048
"1P407021822ESFBW##P2601L8M1", 212.8, 1.407,3140.472,  1.035, 442.362,  0.843,   0.048
"1P407116755ESFBW##P2601L8M1", 213.5, 1.406,3141.541,  1.055, 445.112,  0.835,   0.051
"1P407119252ESFBW##P2601L8M1", 213.5, 1.406,3141.570,  1.124, 427.200,  0.823,   0.050
"1P407132405ESFBW##P2620L8M1", 213.6, 1.406,3141.718,  4.389,  30.433,  0.814,   0.021
"1P407132421ESFBW##P2620L8M1", 213.6, 1.406,3141.718,  4.409,  29.506,  0.817,   0.021
"1P407199366ESFBW##P2601L8M1", 214.1, 1.405,3142.472,  1.037, 448.611,  0.831,   0.048
"1P407289136ESFBW##P2601L8M1", 214.7, 1.405,3143.483,  1.028, 402.886,  0.946,   0.049
"1P407382341ESFBW##P2601L8M1", 215.4, 1.404,3144.532,  1.044, 461.323,  0.811,   0.052
"1P407471554ESFBW##P2601L8M1", 216.0, 1.403,3145.537,  1.052, 415.927,  0.906,   0.051
"1P407488026ESFBW##P2620L8M1", 216.1, 1.403,3145.723,  4.995,  11.659,  0.908,   0.024
"1P407554469ESFBW##P2601L8M1", 216.6, 1.402,3146.471,  1.042, 390.527,  0.964,   0.048
"1P407650341ESFBW##P2601L8M1", 217.3, 1.401,3147.551,  1.079, 404.498,  0.913,   0.051
"1P407732038ESFBW##P2601L8M1", 217.9, 1.401,3148.470,  1.044, 405.885,  0.925,   0.047
"1P407820794ESFBW##P2601L8M1", 218.5, 1.400,3149.470,  1.045, 426.687,  0.879,   0.047
"1P407911444ESFBW##P2601L8M1", 219.1, 1.399,3150.491,  1.030, 430.878,  0.888,   0.049
"1P407998351ESFBW##P2601L8M1", 219.8, 1.399,3151.470,  1.048, 417.376,  0.899,   0.047
"1P408087121ESFBW##P2601L8M1", 220.4, 1.398,3152.469,  1.049, 419.446,  0.895,   0.047
"1P408175897ESFBW##P2601L8M1", 221.0, 1.397,3153.469,  1.050, 418.978,  0.897,   0.047
"1P408271783ESFBW##P2601L8M1", 221.7, 1.397,3154.549,  1.082, 407.854,  0.907,   0.051
"1P408284281ESFBW##P2633L8M1", 221.8, 1.396,3154.690,  2.657, 111.185,  0.861,   0.024
"1P408353457ESFBW##P2601L8M1", 222.3, 1.396,3155.469,  1.053, 403.166,  0.933,   0.047
"1P408442233ESFBW##P2601L8M1", 222.9, 1.395,3156.469,  1.054, 395.967,  0.950,   0.047
"1P408532160ESFBW##P2601L8M1", 223.6, 1.395,3157.481,  1.042, 404.448,  0.943,   0.048
"1P408619777ESFBW##P2601L8M1", 224.2, 1.394,3158.468,  1.057, 395.375,  0.951,   0.047
"1P408711324ESFBW##P2601L8M1", 224.9, 1.393,3159.499,  1.037, 405.775,  0.950,   0.050
"1P408797326ESFBW##P2601L8M1", 225.5, 1.393,3160.468,  1.060, 390.287,  0.962,   0.047
"1P408889813ESFBW##P2601L8M1", 226.2, 1.392,3161.509,  1.041, 395.497,  0.974,   0.050
"1P408974878ESFBW##P2601L8M1", 226.8, 1.392,3162.467,  1.063, 384.320,  0.974,   0.047
"1P409063653ESFBW##P2601L8M1", 227.4, 1.391,3163.467,  1.064, 379.638,  0.986,   0.047
"1P409154276ESFBW##P2601L8M1", 228.1, 1.391,3164.487,  1.046, 392.251,  0.975,   0.049
"1P409167005ESFBW##F0006L8M1", 228.2, 1.391,3164.630,  1.509, 267.690,  0.934,   0.036
"1P409241205ESFBW##P2601L8M1", 228.7, 1.390,3165.466,  1.067, 380.832,  0.982,   0.047
"1P409329979ESFBW##P2601L8M1", 229.4, 1.390,3166.466,  1.069, 375.340,  0.994,   0.047
"1P409350878ESFBW##P2633L8M1", 229.5, 1.390,3166.701,  3.186,  51.150,  0.964,   0.022
"1P409418143ESFBW##P2601L8M1", 230.0, 1.389,3167.458,  1.081, 369.226,  0.999,   0.046
"1P409418212ESFBW##P2619L8M1", 230.0, 1.389,3167.459,  1.080, 370.315,  0.998,   0.046
"1P409428066ESFBW##P2601L8M1", 230.1, 1.389,3167.570,  1.153, 351.921,  0.991,   0.051
"1P409436197ESFBW##P2633L8M1", 230.1, 1.389,3167.662,  1.936, 174.896,  0.953,   0.032
"1P409507534ESFBW##P2601L8M1", 230.7, 1.389,3168.465,  1.071, 372.430,  1.000,   0.047
"1P409596306ESFBW##P2601L8M1", 231.3, 1.388,3169.465,  1.073, 358.104,  1.037,   0.047
"1P409684465ESFBW##P2601L8M1", 231.9, 1.388,3170.458,  1.086, 352.805,  1.037,   0.046
"1P409773550ESFBW##P2601L8M1", 232.6, 1.387,3171.461,  1.082, 355.309,  1.037,   0.046
"1P409862325ESFBW##P2601L8M1", 233.2, 1.387,3172.460,  1.083, 351.617,  1.044,   0.046
"1P409950176ESFBW##P2601L8M1", 233.9, 1.387,3173.450,  1.105, 348.473,  1.032,   0.045
"1P410039261ESFBW##P2601L8M1", 234.5, 1.386,3174.453,  1.100, 293.693,  1.193,   0.045
"1P410061966ESFBW##P2620L8M1", 234.7, 1.386,3174.708,  3.653,  25.382,  1.035,   0.023
"1P410128655ESFBW##P2601L8M1", 235.2, 1.386,3175.459,  1.088, 356.205,  1.029,   0.046
"1P410217428ESFBW##P2601L8M1", 235.8, 1.385,3176.459,  1.090, 329.595,  1.100,   0.046
"1P410239715ESFBW##P2620L8M1", 236.0, 1.385,3176.710,  3.766,  26.052,  0.997,   0.022
"1P410310519ESFBW##P2601L8M1", 236.5, 1.385,3177.507,  1.057, 386.838,  0.990,   0.051
"1P410394980ESFBW##P2601L8M1", 237.1, 1.385,3178.458,  1.093, 361.356,  1.013,   0.046
"1P410486221ESFBW##P2601L8M1", 237.8, 1.384,3179.485,  1.062, 388.583,  0.979,   0.048
"1P410505173ESFBW##P2620L8M1", 237.9, 1.384,3179.699,  3.101,  58.987,  0.947,   0.023
"1P410572532ESFBW##P2601L8M1", 238.4, 1.384,3180.458,  1.097, 371.766,  0.984,   0.046
"1P410660696ESFBW##P2601L8M1", 239.1, 1.384,3181.450,  1.112, 362.247,  0.994,   0.045
"1P410680640ESFBW##F0006L8M1", 239.2, 1.384,3181.675,  2.237, 123.221,  0.982,   0.026
"1P410750084ESFBW##P2601L8M1", 239.7, 1.384,3182.457,  1.100, 360.303,  1.011,   0.046
"1P410838857ESFBW##P2601L8M1", 240.4, 1.383,3183.456,  1.102, 363.839,  1.002,   0.046
"1P410927633ESFBW##P2601L8M1", 241.0, 1.383,3184.456,  1.104, 349.857,  1.036,   0.046
"1P411016410ESFBW##P2601L8M1", 241.7, 1.383,3185.455,  1.106, 351.500,  1.030,   0.046
"1P411105184ESFBW##P2601L8M1", 242.3, 1.383,3186.455,  1.107, 331.799,  1.080,   0.046
"1P411128564ESFBW##P2620L8M1", 242.5, 1.383,3186.718,  4.538,   8.598,  1.072,   0.025
"1P411193967ESFBW##P2601L8M1", 243.0, 1.382,3187.455,  1.109, 305.158,  1.155,   0.045
"1P411281811ESFBW##P2601L8M1", 243.6, 1.382,3188.444,  1.135, 301.181,  1.141,   0.045
